YNL306W	0.0498	0.3738	0.1332
YAL028W	0.0726	0.372	0.1951
YDR020C	0.0065	0.4091	0.0159
YHR110W	0.0398	0.5497	0.0725
YDL138W	0.0523	0.4112	0.1272
YJR012C	0.0977	0.3793	0.2576
YGL041W-A	0.0685	0.4182	0.1639
YBR019C	0.0159	0.5097	0.0312
YJR065C	0.0033	0.2971	0.011
YDR382W	0.0142	0.0434	0.3277
YIL151C	0.0365	0.3521	0.1037
YHL013C	0.05	0.6003	0.0833
YBL049W	0.0003	0.2722	0.001
YOR033C	0.0518	0.3987	0.13
YGR132C	0.0071	0.4115	0.0174
YDR435C	0.0617	0.3986	0.1547
YER170W	0.0485	0.3916	0.1238
YNR034W-A	0.0052	0.2897	0.0178
YPL086C	0.0004	0.3873	0.001
YDR459C	0.0614	0.3345	0.1837
YBL051C	0.038	0.3387	0.1122
YKL096W	0.0128	0.1032	0.1238
YDL185C-A	0.0244	0.0002	99.0
YGR195W	0.0039	0.2977	0.013
YIR010W	0.0269	0.3483	0.0773
YLR345W	0.02	0.3502	0.0572
YER115C	0.0577	0.4783	0.1207
YDR322C-A	0.0379	0.5292	0.0717
YGR097W	0.0248	0.4095	0.0606
YGR208W	0.0576	0.4222	0.1365
YHR073W	0.0265	0.4186	0.0632
YOR038C	0.0314	0.3161	0.0994
YER152C	0.0309	0.4015	0.0769
YKR085C	0.0566	0.2526	0.2239
YBR262C	0.0631	0.2517	0.2507
YOR306C	0.03	0.4451	0.0674
YOR215C	0.0192	0.3128	0.0612
YHR111W	0.0454	0.5139	0.0883
YIR003W	0.1606	0.3199	0.502
YDR300C	0.0224	0.4342	0.0515
YER110C	0.007	0.3476	0.02
YOR166C	0.1227	0.4508	0.2721
YLR029C	0.0079	0.0316	0.2496
YBR130C	0.0351	0.3296	0.1064
YPL192C	0.2442	0.4091	0.597
YDR002W	0.0071	0.2234	0.0316
YDR001C	0.0043	0.3312	0.013
YHR077C	0.0448	0.5583	0.0803
YPR074C	0.005	0.2475	0.0204
YLR362W	0.0263	0.3938	0.0667
YDR425W	0.0391	0.3641	0.1075
YDR411C	0.0557	0.388	0.1435
YBL085W	0.0503	0.3521	0.1429
YKR034W	0.0193	0.2802	0.0688
YNL141W	0.0358	0.3806	0.0942
YKL130C	0.0195	0.4409	0.0442
YNL080C	0.0249	0.3452	0.0722
YEL034W	0.0065	0.0847	0.0774
YCR032W	0.1164	0.342	0.3402
YLR299W	0.0317	0.4513	0.0703
YER129W	0.0523	0.4979	0.105
YHR151C	0.046	0.3917	0.1175
YLR100W	0.0141	0.3622	0.0389
YNL208W	0.0236	0.3758	0.0627
YER180C	0.0808	0.3346	0.2416
YGL093W	0.0997	0.4651	0.2143
YBR184W	0.3488	0.519	0.6719
YOR129C	0.0734	0.4062	0.1806
YOR100C	0.0209	0.2539	0.0824
YDR247W	0.0579	0.4139	0.1399
YGL140C	0.0182	0.4324	0.042
YJL087C	0.058	0.4361	0.133
YJL074C	0.0255	0.4592	0.0555
YPR160W	0.0075	0.3686	0.0204
YPR040W	0.0233	0.2888	0.0808
YOL045W	0.0271	0.4048	0.067
YML012W	0.0143	0.1776	0.0808
YPL149W	0.086	0.4732	0.1817
YHR117W	0.0605	0.367	0.1647
YER040W	0.0243	0.2962	0.082
YPL138C	0.0445	0.4043	0.1099
YNL265C	0.0467	0.5569	0.0839
YML068W	0.0622	0.3985	0.1561
YPL204W	0.0115	0.2547	0.045
YGL039W	0.0477	0.3863	0.1234
YGR154C	0.0812	0.3248	0.25
YNL209W	0.0022	0.1046	0.0212
YGR141W	0.0317	0.351	0.0903
YBR225W	0.0419	0.3916	0.107
YMR005W	0.0409	0.3232	0.1266
YOL104C	0.1098	0.4125	0.2662
YPR115W	0.0746	0.4855	0.1536
YDR070C	0.062	0.3553	0.1744
YPR132W	0.0	0.0	99.0
YNL144C	0.0883	0.4223	0.2092
YBL088C	0.0643	0.4077	0.1576
YKL209C	0.0575	0.3917	0.1468
YIL057C	0.0085	0.5608	0.0151
YDL136W	0.0001	0.0547	0.001
YML030W	0.0031	0.4097	0.0075
YMR313C	0.0159	0.4152	0.0384
YOR150W	0.0151	0.4865	0.0309
YBR094W	0.0192	0.2973	0.0645
YDR294C	0.0312	0.3605	0.0866
YLR353W	0.0658	0.3516	0.1872
YBL071W-A	0.0171	0.6104	0.028
YMR280C	0.0558	0.4169	0.1339
YDR222W	0.0296	0.3815	0.0776
YHR183W	0.0078	0.1226	0.0637
YNL212W	0.0328	0.4386	0.0748
YMR065W	0.0763	0.3869	0.1972
YOR298W	0.0488	0.4204	0.116
YLR390W	0.0143	0.3714	0.0384
YOL005C	0.0003	0.323	0.001
YER116C	0.1161	0.5336	0.2175
YKL099C	0.03	0.298	0.1007
YOR083W	0.0138	0.2291	0.0604
YLR404W	0.0716	0.3453	0.2072
YDR338C	0.0171	0.3484	0.0491
YHR082C	0.0306	0.3827	0.08
YGL170C	0.0894	0.3931	0.2275
YLR115W	0.0408	0.3505	0.1163
YHR049W	0.0134	0.2981	0.0449
YOR112W	0.0791	0.3127	0.2531
YGR260W	0.0051	0.3292	0.0155
YIL006W	0.0159	0.2992	0.0533
YEL047C	0.0233	0.4105	0.0568
